sport,team_a_form,team_b_form,team_a_strength,team_b_strength,home_advantage,head_to_head_advantage,team_a_avg_goals,team_b_avg_goals,team_a_avg_conceded,team_b_avg_conceded,winner
football,0.6814,0.6365,0.6113,0.828,0,0.4661,1.71,2.66,0.81,0.65,0
basketball,0.6747,0.5122,0.5499,0.5924,1,0.454,105.53,113.15,105.36,103.07,1
cricket,0.7416,0.4243,0.6614,0.5831,1,0.5054,161.96,146.91,5.61,6.44,1
cricket,0.6848,0.6285,0.61,0.6606,0,0.5944,160.1,173.61,6.76,6.51,1
cricket,0.7162,0.6744,0.677,0.5809,1,0.5188,167.33,162.94,5.62,7.7,1
cricket,0.4883,0.6049,0.5788,0.6049,0,0.4424,156.49,154.0,7.27,6.43,0
basketball,0.7478,0.5437,0.5441,0.5593,1,0.5714,101.63,110.86,101.57,110.1,0
basketball,0.6055,0.7046,0.5205,0.5871,1,0.4978,109.07,112.17,119.65,103.3,0
basketball,0.5452,0.6475,0.5042,0.6348,0,0.4559,105.6,127.13,119.73,110.01,0
cricket,0.68,0.6297,0.617,0.6343,0,0.4271,163.46,172.53,6.83,7.08,1
cricket,0.721,0.7172,0.7028,0.5497,0,0.5081,202.52,143.14,7.43,6.99,1
football,0.5386,0.99,0.5365,0.8863,1,0.4513,1.36,2.9,0.85,0.58,1
basketball,0.7156,0.7041,0.5979,0.5244,0,0.5879,120.71,109.74,112.25,119.42,1
cricket,0.6562,0.5911,0.6999,0.5903,0,0.5843,188.29,172.73,6.63,8.2,1
football,0.5703,0.7548,0.5986,0.6743,0,0.4834,1.79,2.15,1.0,0.97,1
basketball,0.8372,0.6234,0.5137,0.5727,1,0.5793,102.48,115.9,112.27,113.2,1
cricket,0.7201,0.5055,0.7238,0.4535,0,0.5717,188.83,126.76,6.07,8.17,1
basketball,0.6684,0.4595,0.6394,0.6379,1,0.5702,124.24,119.14,104.37,97.49,0
basketball,0.4473,0.7129,0.5633,0.4851,0,0.4617,115.66,102.82,115.79,121.71,0
cricket,0.6529,0.8211,0.578,0.5126,0,0.394,154.87,129.39,7.16,6.89,0
basketball,0.8162,0.4737,0.6735,0.4842,1,0.3344,126.44,103.43,96.89,122.87,1
basketball,0.6334,0.7759,0.5787,0.4968,0,0.5719,112.01,104.39,105.7,120.31,0
basketball,0.4988,0.4883,0.5246,0.5024,0,0.3374,109.47,105.12,118.93,119.62,1
football,0.99,0.74,0.5963,0.6268,1,0.5767,1.59,1.75,0.76,0.77,1
basketball,0.7043,0.7774,0.5811,0.6278,0,0.5248,115.94,127.05,110.61,112.06,0
cricket,0.7772,0.7322,0.5759,0.6205,1,0.4773,155.03,165.5,7.23,6.9,0
football,0.8068,0.6802,0.6332,0.5784,1,0.4455,1.99,1.69,1.03,1.0,0
football,0.6843,0.8774,0.5469,0.9046,0,0.5077,1.32,3.04,0.73,0.6,1
cricket,0.717,0.754,0.555,0.5983,1,0.5634,150.99,158.22,7.45,6.91,1
basketball,0.6233,0.6996,0.5269,0.6549,0,0.5987,108.64,128.95,117.04,106.33,0
basketball,0.6449,0.6655,0.6307,0.556,0,0.291,127.61,110.05,111.95,109.98,0
basketball,0.8121,0.8205,0.5071,0.6481,0,0.5631,106.25,133.14,119.79,109.97,0
basketball,0.5221,0.7259,0.5705,0.5979,1,0.3393,112.41,117.75,108.86,107.99,0
basketball,0.579,0.5818,0.5846,0.6546,1,0.411,124.12,126.78,121.33,103.29,1
football,0.99,0.9571,0.6919,0.8192,1,0.5005,2.22,2.57,0.95,0.59,0
basketball,0.551,0.7702,0.6372,0.5384,1,0.5346,118.32,113.99,96.52,121.16,1
football,0.7311,0.6018,0.6622,0.535,0,0.5139,1.84,1.6,0.66,1.16,1
cricket,0.5696,0.5949,0.5916,0.5016,1,0.3442,162.76,151.38,7.42,8.81,1
basketball,0.4521,0.6497,0.5764,0.5719,0,0.4903,124.89,114.83,126.21,111.91,1
basketball,0.753,0.651,0.565,0.5281,0,0.5451,104.41,109.88,99.03,118.45,1
football,0.7332,0.7479,0.4588,0.6753,1,0.6171,1.2,2.02,1.13,0.8,0
cricket,0.6198,0.7043,0.6686,0.5511,1,0.5673,172.02,140.14,6.19,6.73,1
football,0.6832,0.8255,0.7292,0.753,0,0.4357,2.5,2.48,1.07,0.9,0
football,0.7114,0.7062,0.4288,0.6626,1,0.5279,1.12,1.91,1.22,0.75,1
basketball,0.6288,0.4313,0.5412,0.5762,1,0.517,109.61,108.58,113.96,101.53,0
cricket,0.6753,0.8345,0.6609,0.6091,0,0.4711,165.56,157.53,5.89,6.59,0
football,0.6771,0.6029,0.5351,0.6099,0,0.5712,1.44,2.03,0.95,1.23,0
football,0.7374,0.6847,0.561,0.579,0,0.4509,1.55,1.77,0.94,1.09,1
cricket,0.7928,0.704,0.5534,0.5857,0,0.451,134.73,148.93,6.27,6.53,0
cricket,0.4298,0.5312,0.5343,0.6459,1,0.4873,127.33,172.78,6.19,6.81,0
basketball,0.6134,0.7777,0.637,0.6036,0,0.5217,135.0,111.4,113.43,97.06,1
basketball,0.725,0.6572,0.5511,0.6312,1,0.4351,116.19,124.58,120.36,107.45,1
cricket,0.5574,0.5731,0.6148,0.3693,0,0.575,165.76,100.0,7.06,8.27,1
cricket,0.6992,0.4652,0.6522,0.4552,0,0.5304,171.2,127.51,6.53,8.18,0
football,0.7239,0.7431,0.6597,0.6156,0,0.5321,1.88,1.66,0.73,0.73,0
basketball,0.761,0.5067,0.5494,0.5872,0,0.59,114.13,113.42,117.94,105.1,0
basketball,0.7661,0.6681,0.654,0.6101,0,0.6193,128.69,119.77,106.23,107.08,1
basketball,0.5706,0.6636,0.6278,0.5783,0,0.5685,124.13,108.82,107.84,101.23,1
cricket,0.5653,0.5973,0.5454,0.668,1,0.5028,139.99,169.85,6.86,6.04,1
basketball,0.6063,0.796,0.5506,0.5539,1,0.4592,107.51,113.76,107.99,115.98,1
cricket,0.8678,0.6213,0.5682,0.5958,1,0.5727,144.23,137.25,6.61,5.4,0
cricket,0.589,0.6697,0.4561,0.6006,0,0.4534,123.34,157.64,7.85,6.81,0
football,0.6618,0.6515,0.8136,0.5523,0,0.6966,2.47,1.7,0.51,1.17,1
cricket,0.6872,0.5232,0.6588,0.4769,1,0.618,172.73,149.96,6.49,9.32,1
football,0.9031,0.6005,0.8012,0.4966,1,0.5314,2.43,1.01,0.53,0.66,1
football,0.7943,0.443,0.4449,0.5082,1,0.5852,1.26,1.76,1.29,1.52,1
basketball,0.6422,0.5779,0.6741,0.5503,0,0.4756,129.34,112.75,100.9,115.65,0
cricket,0.6986,0.6291,0.6827,0.666,1,0.4626,177.23,165.2,6.23,5.74,1
football,0.7733,0.7756,0.6652,0.7795,1,0.455,1.98,2.7,0.82,1.01,1
cricket,0.4486,0.492,0.5744,0.5723,1,0.5366,141.99,146.4,6.29,6.67,1
cricket,0.5246,0.6509,0.563,0.6114,1,0.4625,148.45,169.83,7.06,7.45,1
basketball,0.7805,0.5398,0.5156,0.5141,1,0.5096,103.05,98.88,112.51,106.95,1
basketball,0.642,0.6645,0.6268,0.594,1,0.4409,115.62,112.94,95.9,102.29,1
cricket,0.6834,0.5454,0.6187,0.618,0,0.3857,174.15,165.2,7.59,6.94,1
cricket,0.4703,0.9072,0.5714,0.6657,0,0.4187,159.89,183.74,7.71,7.14,0
basketball,0.554,0.6913,0.5075,0.5449,1,0.6212,107.0,106.89,120.72,108.88,1
basketball,0.658,0.5696,0.6057,0.5531,0,0.5972,120.27,115.26,109.17,118.41,0
basketball,0.5804,0.6888,0.5613,0.6054,1,0.4873,113.48,121.27,113.28,110.73,1
basketball,0.4604,0.7894,0.5182,0.685,0,0.5972,108.2,135.0,119.13,98.45,1
football,0.6056,0.7601,0.5679,0.545,1,0.54,1.58,1.57,0.92,1.06,1
basketball,0.7091,0.6827,0.6061,0.6278,1,0.6166,118.31,134.87,106.24,116.33,1
cricket,0.5585,0.7449,0.4815,0.638,1,0.3366,133.01,170.84,7.94,6.86,0
basketball,0.7203,0.8102,0.6669,0.5694,1,0.4507,124.77,112.73,96.54,109.66,0
football,0.8149,0.6963,0.6768,0.4997,0,0.5146,2.03,1.02,0.81,0.65,0
cricket,0.5709,0.7696,0.4306,0.5736,1,0.4204,114.13,143.68,7.8,6.44,0
football,0.974,0.5496,0.6642,0.6159,0,0.6216,2.03,1.83,0.89,0.94,1
basketball,0.531,0.5663,0.63,0.531,0,0.5578,122.01,111.47,104.1,119.83,1
football,0.7677,0.6352,0.6152,0.8213,1,0.4439,1.94,2.82,1.08,0.9,1
football,0.6083,0.7859,0.6962,0.6374,0,0.5405,2.15,1.76,0.83,0.71,1
football,0.8064,0.8279,0.6971,0.5474,0,0.4944,2.1,1.38,0.77,0.8,0
football,0.5882,0.8837,0.6391,0.6034,1,0.3686,1.83,1.42,0.79,0.51,1
cricket,0.7449,0.7834,0.6909,0.6418,1,0.4929,177.06,177.07,6.01,7.24,1
football,0.7043,0.6798,0.5123,0.6034,1,0.4807,1.32,1.83,0.95,1.01,1
football,0.8201,0.7187,0.803,0.8202,1,0.4158,2.51,2.6,0.62,0.62,0
football,0.6962,0.809,0.4316,0.5752,0,0.4078,1.13,1.37,1.22,0.61,0
basketball,0.7383,0.5759,0.5744,0.5739,1,0.5007,113.07,115.5,108.57,112.25,1
football,0.6732,0.5975,0.599,0.7362,1,0.4252,1.62,2.59,0.78,1.14,1
basketball,0.4771,0.6496,0.545,0.619,1,0.524,104.74,123.09,105.74,109.09,0
cricket,0.7757,0.7002,0.65,0.6051,0,0.4268,164.72,145.09,6.1,5.75,1
cricket,0.6862,0.4912,0.5967,0.647,0,0.4792,156.78,183.53,6.84,7.59,1
basketball,0.5556,0.7206,0.6003,0.6311,0,0.2655,118.27,127.55,107.97,111.74,1
cricket,0.6032,0.5571,0.6657,0.6169,0,0.3874,164.02,169.52,5.66,7.29,0
cricket,0.6016,0.7824,0.6256,0.6471,1,0.4858,160.79,152.69,6.42,5.28,0
cricket,0.5843,0.5298,0.6164,0.5197,1,0.5492,167.8,130.37,7.18,6.78,0
football,0.7613,0.7644,0.5545,0.8438,0,0.5141,1.51,2.72,0.92,0.62,0
basketball,0.5023,0.7167,0.5266,0.5094,0,0.4321,105.34,103.86,112.37,115.62,0
cricket,0.7107,0.6768,0.6688,0.6874,1,0.4765,174.56,207.11,6.37,7.81,1
football,0.7711,0.5904,0.7003,0.4898,1,0.5152,2.34,1.38,1.05,1.16,0
football,0.7883,0.6846,0.7881,0.6281,0,0.5463,2.27,1.65,0.42,0.64,0
cricket,0.459,0.6558,0.5351,0.6168,0,0.363,119.69,174.65,5.6,7.68,0
basketball,0.7695,0.652,0.6156,0.5958,0,0.5194,124.39,114.76,112.02,104.32,1
basketball,0.6034,0.7037,0.6119,0.5241,1,0.4324,116.7,108.04,102.09,117.04,1
cricket,0.9072,0.4141,0.6364,0.6249,1,0.5355,140.99,154.54,4.66,5.97,1
cricket,0.4607,0.7438,0.5002,0.6729,1,0.4537,138.3,186.44,7.87,7.16,0
football,0.7733,0.8324,0.8232,0.6004,0,0.6056,2.85,1.59,0.91,0.74,0
football,0.6513,0.6952,0.6456,0.5647,0,0.4048,1.97,1.6,0.93,0.97,0
cricket,0.5615,0.5387,0.5621,0.5189,1,0.4531,145.81,143.89,6.88,7.82,1
basketball,0.6053,0.6297,0.6087,0.6229,0,0.5015,124.54,119.51,114.4,102.73,1
football,0.806,0.6639,0.5066,0.5443,1,0.448,1.21,1.17,0.85,0.56,0
basketball,0.6395,0.6106,0.5409,0.5747,1,0.4272,109.83,110.46,114.37,104.73,1
basketball,0.6346,0.6808,0.5256,0.5951,1,0.4228,111.33,128.93,121.33,130.0,1
basketball,0.7245,0.6661,0.617,0.5284,0,0.4423,115.56,105.93,98.87,112.64,1
basketball,0.7414,0.6402,0.5085,0.5795,1,0.5033,104.54,110.64,116.87,103.48,0
basketball,0.8105,0.5309,0.5863,0.5485,0,0.4831,112.11,111.02,103.47,113.7,1
basketball,0.6716,0.7761,0.5476,0.557,0,0.3546,118.66,108.38,125.4,107.25,1
cricket,0.5667,0.7288,0.494,0.5594,1,0.4442,125.46,139.64,7.06,6.49,1
basketball,0.6067,0.7414,0.5455,0.5336,0,0.5242,109.53,110.68,112.5,117.88,1
basketball,0.614,0.7871,0.5086,0.5417,0,0.496,98.16,110.72,107.66,115.41,0
cricket,0.696,0.6653,0.5718,0.4985,1,0.5872,166.49,141.4,8.19,8.14,1
football,0.8668,0.6439,0.5781,0.6522,1,0.4111,1.72,1.98,1.04,0.9,1
football,0.7728,0.8053,0.574,0.8919,1,0.4907,1.6,2.85,0.91,0.49,0
cricket,0.7856,0.6619,0.6446,0.5089,1,0.6827,175.7,141.79,7.06,7.91,1
football,0.7053,0.694,0.5708,0.7656,0,0.4557,1.54,2.37,0.86,0.67,1
basketball,0.5055,0.5432,0.5441,0.6035,1,0.5768,117.89,129.48,128.53,123.18,1
cricket,0.6832,0.5671,0.5268,0.5596,1,0.4451,146.77,142.4,7.84,6.69,1
cricket,0.7029,0.6777,0.6594,0.5882,1,0.4877,179.26,156.7,6.96,7.05,0
basketball,0.6457,0.5995,0.4955,0.5369,1,0.5213,105.91,108.13,122.92,113.18,0
football,0.8301,0.7148,0.9071,0.6849,1,0.6352,3.21,2.26,0.58,1.04,0
football,0.589,0.8686,0.6525,0.6242,0,0.4465,1.86,1.85,0.75,0.91,0
basketball,0.6694,0.5845,0.5463,0.4644,1,0.509,108.83,96.1,111.25,118.49,1
cricket,0.7738,0.7004,0.5653,0.6125,0,0.4466,147.86,165.44,6.96,7.1,1
basketball,0.4151,0.6915,0.6371,0.6357,0,0.4321,118.12,124.07,96.25,105.28,0
cricket,0.532,0.7612,0.6279,0.7172,1,0.4268,176.37,179.53,7.53,5.53,1
cricket,0.7256,0.5902,0.5144,0.6713,1,0.6291,123.7,176.19,6.42,6.43,0
cricket,0.6126,0.6031,0.6132,0.4814,1,0.6252,166.95,140.12,7.19,8.47,1
football,0.809,0.7189,0.9303,0.5834,0,0.526,3.12,1.78,0.44,1.08,0
football,0.99,0.7296,0.7816,0.6143,1,0.5973,2.41,1.89,0.63,1.03,1
basketball,0.7328,0.6563,0.6567,0.5883,1,0.473,129.14,107.66,106.04,96.43,0
football,0.7548,0.7793,0.4447,0.7037,0,0.3441,1.07,2.13,1.06,0.76,0
basketball,0.6262,0.7127,0.5727,0.6006,0,0.4112,110.96,111.97,106.08,98.81,1
cricket,0.5067,0.6837,0.4693,0.5345,0,0.3614,132.83,134.45,8.23,6.72,1
football,0.6929,0.6646,0.5065,0.5055,1,0.7055,1.41,1.61,1.1,1.36,1
football,0.9466,0.795,0.6153,0.9124,1,0.4551,1.7,2.98,0.77,0.52,1
cricket,0.5901,0.7293,0.6309,0.6738,0,0.4814,159.58,159.13,6.2,5.09,1
football,0.8009,0.7056,0.7718,0.4795,1,0.5813,2.16,1.08,0.37,0.85,1
football,0.7964,0.7106,0.471,0.5843,0,0.5076,0.94,1.4,0.73,0.6,0
football,0.5999,0.99,0.551,0.6185,0,0.4792,1.35,1.39,0.75,0.37,1
cricket,0.6996,0.5557,0.6396,0.5683,0,0.4594,190.79,144.81,8.32,6.65,0
basketball,0.5662,0.6253,0.6208,0.5739,0,0.4776,113.7,117.6,95.0,115.27,1
football,0.5094,0.8112,0.7016,0.8426,0,0.4615,2.21,2.96,0.88,0.93,1
cricket,0.7226,0.9129,0.6585,0.7053,1,0.3623,173.83,171.8,6.57,5.25,1
cricket,0.6147,0.4612,0.6943,0.493,0,0.4306,173.28,134.83,5.64,7.79,0
cricket,0.729,0.5539,0.6148,0.5927,0,0.5554,165.27,151.17,7.03,6.52,0
football,0.7632,0.6833,0.5973,0.5143,0,0.4923,1.85,1.21,1.07,0.79,1
basketball,0.5829,0.4989,0.5677,0.6198,0,0.4722,119.05,128.05,119.3,116.01,0
cricket,0.5006,0.712,0.4876,0.7167,0,0.3087,138.94,190.73,8.23,6.39,0
football,0.6601,0.8784,0.6785,0.6788,0,0.5866,1.98,2.09,0.74,0.87,0
football,0.7801,0.789,0.9072,0.5185,1,0.6871,3.17,1.17,0.58,0.72,1
cricket,0.7816,0.414,0.5834,0.6099,1,0.4235,152.82,158.83,6.88,6.66,1
cricket,0.6876,0.6878,0.6782,0.6109,0,0.5485,167.93,166.53,5.64,7.22,0
basketball,0.7312,0.71,0.606,0.6,1,0.4626,118.01,134.74,105.83,128.12,1
cricket,0.7129,0.6268,0.6617,0.5704,1,0.4798,188.73,152.61,7.61,7.19,0
basketball,0.6327,0.6298,0.644,0.6124,0,0.43,133.54,117.52,111.24,103.11,0
cricket,0.6157,0.6521,0.5876,0.5736,0,0.4904,155.27,150.74,6.96,6.97,1
football,0.7656,0.6407,0.9148,0.5803,1,0.4451,3.09,1.59,0.53,0.85,1
basketball,0.4596,0.5403,0.5825,0.5143,1,0.5541,117.61,108.39,112.6,120.63,1
football,0.6412,0.7773,0.7463,0.5885,0,0.4176,2.18,1.42,0.56,0.6,0
football,0.6309,0.7375,0.5624,0.5084,0,0.4404,1.48,1.12,0.84,0.72,1
basketball,0.7051,0.4019,0.5691,0.5609,1,0.6412,118.91,115.31,118.65,116.03,1
basketball,0.642,0.5422,0.5399,0.5175,0,0.3743,110.28,101.77,115.35,110.07,0
football,0.6316,0.8112,0.6843,0.688,1,0.4447,2.39,1.82,1.2,0.47,0
cricket,0.6544,0.869,0.5405,0.6113,1,0.3501,134.1,157.78,6.55,6.55,1
basketball,0.5211,0.4682,0.6791,0.5714,1,0.3141,131.59,114.02,100.3,110.88,1
football,0.6675,0.8502,0.4282,0.7732,1,0.4455,1.19,2.47,1.31,0.75,0
basketball,0.7256,0.8001,0.5806,0.4857,1,0.5227,125.81,95.0,128.53,110.25,1
basketball,0.673,0.6424,0.648,0.5848,1,0.5368,126.63,109.05,105.12,99.52,0
basketball,0.5448,0.5875,0.5912,0.5646,1,0.4244,116.35,114.64,108.05,113.92,1
football,0.6835,0.7815,0.5583,0.825,1,0.3632,1.56,2.49,0.96,0.46,1
cricket,0.7499,0.7955,0.636,0.5446,1,0.3659,177.26,147.07,7.39,7.42,1
basketball,0.7273,0.5544,0.5466,0.4872,1,0.4871,111.2,100.53,114.57,117.75,1
football,0.8317,0.7798,0.6789,0.7833,0,0.542,1.89,2.5,0.62,0.74,1
cricket,0.7195,0.5676,0.6164,0.5567,1,0.4249,155.01,152.5,6.22,7.52,1
cricket,0.7156,0.6875,0.5862,0.523,0,0.6279,166.65,142.12,7.84,7.59,0
basketball,0.6124,0.3103,0.6394,0.5741,1,0.5799,135.0,116.71,112.7,113.93,1
cricket,0.6861,0.5683,0.6879,0.5375,1,0.41,183.18,147.03,6.54,7.59,1
cricket,0.7365,0.5756,0.654,0.4988,1,0.5489,165.17,125.73,6.04,6.96,0
football,0.6371,0.6093,0.6108,0.5263,0,0.4191,1.61,1.25,0.69,0.78,0
basketball,0.7039,0.5544,0.6333,0.6463,1,0.4316,121.83,127.01,102.81,106.2,1
football,0.683,0.7416,0.6603,0.6434,0,0.5529,1.89,1.75,0.73,0.66,0
basketball,0.6898,0.6846,0.6129,0.5576,0,0.4654,120.99,110.76,107.97,110.49,0
basketball,0.6805,0.7493,0.5043,0.6549,0,0.5081,100.96,135.0,113.01,107.83,0
football,0.6084,0.6888,0.5461,0.4817,0,0.589,1.87,1.31,1.42,1.13,1
basketball,0.701,0.7039,0.6779,0.599,0,0.442,129.07,128.07,99.31,122.53,0
basketball,0.7767,0.512,0.5946,0.5166,1,0.4796,115.22,111.93,105.37,127.16,1
cricket,0.5824,0.6998,0.563,0.5244,1,0.4148,148.03,145.3,7.03,7.79,1
basketball,0.784,0.6508,0.5809,0.5372,1,0.554,125.21,116.39,124.07,125.56,1
basketball,0.7153,0.6086,0.6715,0.6153,1,0.5866,127.34,120.66,98.81,106.76,1
cricket,0.5884,0.5746,0.4143,0.5477,0,0.5131,105.9,153.35,7.59,7.81,1
cricket,0.7548,0.6834,0.6786,0.5931,1,0.5845,173.74,160.6,6.07,7.22,1
football,0.5655,0.6422,0.5448,0.8084,1,0.4393,1.18,2.34,0.57,0.37,0
football,0.7198,0.9534,0.5221,0.813,1,0.4137,1.48,2.49,1.08,0.53,1
basketball,0.7631,0.6192,0.5767,0.6184,1,0.6353,115.8,115.3,111.82,98.04,0
basketball,0.6439,0.6379,0.5491,0.6147,1,0.4268,110.1,118.79,112.2,104.25,0
cricket,0.7938,0.5233,0.6197,0.4519,1,0.4941,167.92,135.13,7.1,8.84,1
football,0.629,0.6326,0.9097,0.5317,1,0.4956,3.0,1.18,0.56,0.66,1
football,0.7299,0.821,0.4465,0.6921,0,0.3833,1.34,1.88,1.39,0.52,0
football,0.812,0.6528,0.7551,0.5029,0,0.5353,2.14,1.45,0.45,1.18,1
football,0.6765,0.6942,0.567,0.7137,0,0.4771,1.31,2.28,0.59,0.89,1
cricket,0.4511,0.6318,0.6645,0.6237,0,0.5642,168.61,171.13,6.03,7.24,0
football,0.4528,0.8418,0.4586,0.7753,1,0.5297,1.06,2.35,0.95,0.59,1
football,0.7943,0.7981,0.7828,0.4438,0,0.6239,2.48,0.91,0.71,0.87,0
football,0.8258,0.6867,0.6334,0.6402,1,0.5197,1.55,1.91,0.48,0.89,1
football,0.6685,0.6746,0.475,0.7154,0,0.437,1.27,2.04,1.12,0.57,0
basketball,0.3822,0.6623,0.4605,0.6025,0,0.4784,99.77,116.43,128.54,104.64,1
basketball,0.5381,0.4458,0.6109,0.6861,0,0.488,123.37,128.75,112.04,96.29,0
football,0.6168,0.7259,0.8024,0.5477,1,0.4418,2.52,1.36,0.63,0.77,0
football,0.6113,0.6903,0.6698,0.6768,1,0.5501,1.83,1.83,0.6,0.56,1
football,0.6216,0.6967,0.613,0.4752,0,0.4819,1.51,1.45,0.56,1.34,1
basketball,0.6218,0.6759,0.5665,0.5975,0,0.5655,122.74,121.5,130.0,113.53,0
basketball,0.5704,0.5958,0.6639,0.6146,0,0.4121,123.48,130.27,95.63,120.45,0
football,0.709,0.7759,0.6766,0.5993,1,0.5357,1.98,2.01,0.75,1.27,1
cricket,0.6587,0.7554,0.5296,0.6014,0,0.4655,134.2,163.25,6.83,7.21,1
basketball,0.6666,0.7956,0.6308,0.5631,1,0.5825,118.94,119.99,99.43,122.1,0
football,0.7519,0.6591,0.5747,0.4358,1,0.6037,1.58,0.97,0.88,0.99,1
football,0.8712,0.7257,0.7794,0.6739,1,0.6382,2.16,1.78,0.33,0.51,1
football,0.7532,0.7756,0.5028,0.4714,1,0.4123,1.06,1.4,0.68,1.31,0
basketball,0.6764,0.5923,0.5694,0.537,1,0.4339,107.35,103.72,101.9,106.79,1
basketball,0.7256,0.6905,0.5468,0.545,0,0.5964,107.47,112.42,109.14,116.84,1
cricket,0.6247,0.7139,0.6474,0.6035,0,0.413,161.05,152.53,5.89,6.35,0
football,0.6269,0.8161,0.524,0.8083,0,0.4705,1.3,2.79,0.84,0.94,0
basketball,0.5643,0.6319,0.6525,0.6267,1,0.5173,135.0,130.15,108.58,116.64,1
basketball,0.7181,0.8944,0.652,0.5289,0,0.4552,120.46,103.61,95.0,109.14,1
cricket,0.539,0.5743,0.6695,0.5884,0,0.4905,172.57,153.97,6.2,6.84,0
cricket,0.538,0.5244,0.6787,0.4721,1,0.3472,177.91,141.76,6.38,8.83,1
cricket,0.542,0.7394,0.6117,0.6332,1,0.3987,156.09,165.11,6.41,6.55,1
cricket,0.824,0.5952,0.6545,0.5851,0,0.517,170.33,164.63,6.41,7.72,0
football,0.7832,0.7324,0.8414,0.5618,1,0.4934,2.84,1.66,0.79,1.06,0
basketball,0.3461,0.6986,0.6529,0.5672,0,0.2992,127.01,112.92,104.16,110.61,0
cricket,0.5552,0.6127,0.5505,0.6619,0,0.4407,149.04,164.81,7.42,5.81,1
basketball,0.7636,0.7098,0.5883,0.6102,1,0.3901,117.11,124.88,110.08,114.43,1
football,0.7776,0.5951,0.5582,0.6896,0,0.5018,1.38,1.98,0.74,0.66,1
basketball,0.4975,0.764,0.5763,0.6552,1,0.429,124.86,129.79,128.1,107.44,1
basketball,0.5321,0.64,0.5415,0.6521,1,0.4526,116.9,124.87,124.38,101.31,1
cricket,0.5591,0.6202,0.5348,0.4937,0,0.3123,128.24,139.46,6.25,8.12,1
cricket,0.6078,0.4458,0.6483,0.5107,1,0.4862,169.94,146.56,6.54,8.22,1
basketball,0.6979,0.6076,0.5241,0.6764,0,0.5249,109.48,125.74,119.12,95.0,1
cricket,0.5763,0.6249,0.6425,0.6305,0,0.4942,171.82,162.59,6.82,6.43,1
football,0.6786,0.8027,0.5973,0.8727,1,0.5459,1.22,2.68,0.29,0.4,1
football,0.6978,0.7228,0.5833,0.6946,1,0.5529,1.4,2.32,0.61,1.05,1
cricket,0.5202,0.6498,0.5339,0.6441,0,0.5357,140.79,170.38,7.21,6.68,1
football,0.8457,0.6188,0.6054,0.5432,1,0.5132,1.81,1.27,0.98,0.7,1
basketball,0.6206,0.7683,0.5379,0.6313,0,0.6085,108.45,116.9,113.33,96.33,1
cricket,0.6106,0.7633,0.6041,0.585,1,0.3974,174.3,152.01,7.97,6.77,0
cricket,0.5595,0.8408,0.596,0.6977,1,0.4659,160.89,180.14,7.17,6.07,1
basketball,0.5503,0.7778,0.5784,0.5777,1,0.5359,117.95,109.9,114.37,102.98,0
football,0.9595,0.7509,0.8434,0.7468,1,0.4841,2.74,2.25,0.65,0.65,1
basketball,0.6845,0.6259,0.5589,0.6848,0,0.4701,120.46,131.01,124.08,98.49,0
basketball,0.7495,0.7283,0.5814,0.4949,0,0.5024,118.45,104.07,114.16,120.44,1
basketball,0.8014,0.5269,0.6325,0.5144,1,0.6148,116.23,102.5,95.0,112.09,1
basketball,0.712,0.6614,0.548,0.5702,0,0.321,114.75,116.42,119.25,114.73,0
cricket,0.7986,0.5321,0.5358,0.5182,1,0.5466,139.93,139.4,7.1,7.5,1
basketball,0.6737,0.6631,0.6092,0.55,0,0.6222,120.86,108.87,108.95,110.14,0
football,0.8076,0.9231,0.646,0.898,0,0.4604,1.86,3.18,0.79,0.64,1
cricket,0.6911,0.649,0.6287,0.5253,0,0.419,170.03,138.27,7.03,7.24,0
basketball,0.7844,0.6861,0.5365,0.5749,0,0.3885,109.66,117.76,115.5,115.2,1
cricket,0.731,0.7501,0.6714,0.6633,0,0.6294,184.49,180.74,7.05,6.97,0
basketball,0.6322,0.6958,0.6253,0.4839,0,0.441,118.01,96.72,99.8,113.28,1
basketball,0.567,0.8104,0.5246,0.6043,0,0.5291,107.59,120.51,116.24,109.96,0
cricket,0.6858,0.5067,0.7024,0.5481,1,0.5162,186.83,156.76,6.45,8.05,1
basketball,0.5673,0.5486,0.5486,0.5268,0,0.6489,118.87,108.5,130.0,116.88,0
cricket,0.6804,0.5788,0.5534,0.6684,0,0.5276,150.75,173.47,7.47,6.3,1
cricket,0.7696,0.7956,0.6335,0.5494,0,0.4941,160.06,129.95,6.17,6.01,0
basketball,0.6739,0.6448,0.5684,0.5297,1,0.6491,116.43,95.1,115.3,96.63,0
football,0.6306,0.6417,0.6095,0.5758,0,0.4647,1.54,1.74,0.62,1.07,0
basketball,0.499,0.8406,0.5087,0.5791,0,0.4218,110.21,114.23,125.29,108.79,0
basketball,0.4816,0.729,0.527,0.5801,1,0.5108,107.5,109.31,115.36,101.36,0
football,0.5792,0.6689,0.3764,0.4944,0,0.5578,1.19,1.17,1.64,0.88,1
cricket,0.648,0.5466,0.584,0.4972,0,0.5329,156.03,140.12,7.1,8.08,0
basketball,0.6553,0.7468,0.6542,0.5223,1,0.4126,134.32,110.66,108.06,121.39,1
basketball,0.5918,0.6515,0.634,0.604,1,0.5968,122.25,117.09,103.2,105.14,1
